,opprpg
1448,4.0619
4497,4.70759875
3100,4.11785
3714,4.90387
4095,4.304
349,4.69486
3149,4.06217
193,4.73279
449,4.61604
1258,4.49768
299,4.77852
2718,4.70546
5543,4.32283
3546,4.304
622,4.49876
1835,4.69486
2956,4.90387
748,4.86675
4265,4.58322
1418,4.15282
2733,4.54341
1931,4.6954
2182,4.13265
3696,4.28517
1083,4.63299
2020,5.05048
900,4.07777
2513,4.13399
3005,4.32902
3741,5.29365
1833,4.57865
1639,5.04133
946,4.07777
1732,4.50306
2680,4.71718
3089,4.6826209756097565
5438,4.60824
3053,4.90387
2629,4.41052
5257,5.39802
986,4.481
4355,4.43204
20,4.57865
2147,4.50252
373,4.63299
195,5.10078
705,4.0619
2552,3.46795
4387,5.04133
4103,4.85895
647,4.32902
4070,4.44684
199,4.72014
3399,4.22707
3505,4.16762
2103,4.97381
788,4.29243
2294,4.86675
2395,4.71718
2463,4.32283
5538,4.43204
1156,4.63756
1637,5.39802
4133,3.88302
523,4.61604
720,5.10078
541,4.10117
3899,4.06809
737,4.07185
1293,3.85934
1386,4.49876
5586,3.87737
4414,4.86675
3075,4.92028
4540,4.15524
4767,4.43204
702,4.21227
857,4.60824
1099,4.06809
5006,5.2498
880,4.96224
2531,4.63541
153,4.58322
5492,4.29243
5396,4.63756
4451,4.85895
5521,3.92041
5653,4.58322
430,4.58322
5606,4.66123
400,4.55336
5121,4.16762
3312,3.4085
553,4.01509
1584,4.22222
609,4.15524
1178,4.72014
2600,4.704
3541,4.11785
5453,4.29243
691,4.934
4674,4.07777
5255,4.88558
3262,4.704
3654,4.21496
5576,4.28947
3139,3.87817
5582,3.4085
1871,4.05356
2806,3.88302
2357,4.32337
4365,4.85895
1272,4.05356
3781,4.90387
4101,4.6625733333333335
1666,4.58322
1153,4.49768
1823,4.00514
2003,4.79788
889,4.51678
4535,4.02801
4479,4.3812
305,3.97959
3183,4.5001
704,3.87817
2324,4.21227
2634,5.10078
5621,4.41052
3770,4.63756
4137,4.16762
812,4.304
2804,4.95606
5230,4.32337
762,4.13265
4722,4.97381
2599,4.85895
2840,4.61604
5673,4.8086598
5459,4.92028
1059,4.83016
549,4.48127
1038,4.10467
3852,4.44684
5300,5.10078
3421,4.5001
907,4.54341
442,4.15524
3534,3.97501
3489,4.22222
4000,5.05048
1446,4.01509
4803,4.00514
4977,4.79788
5311,4.32337
2527,4.32902
833,4.292430000000001
5067,4.11785
4267,4.934
3123,4.37905
1842,3.97959
3282,4.28517
5385,4.15524
138,4.686935871559633
3145,4.01509
1104,3.82357
2713,3.67965
2583,4.50252
464,4.481
2191,4.22707
3448,4.92028
2495,5.29365
1669,4.88558
4224,4.3812
5133,4.37905
4154,4.37905
5367,4.49876
854,4.63299
2343,4.15282
482,4.92028
5124,4.13399
1021,4.01509
1041,3.88302
5635,4.73359
263,4.15524
3651,4.5235
251,4.29862
4850,4.71718
1849,4.01509
3661,3.99035
1662,4.07185
2930,3.8623
1054,4.304
5281,4.50898
5023,4.79788
4054,4.481
267,4.934
3318,3.67965
1276,4.32283
4036,4.28947
3,3.4085
352,4.97381
3147,4.0619
2845,4.481
906,3.97959
3488,3.99035
4811,4.95606
5473,4.08073
4800,4.11785
5283,4.15524
3510,4.11785
5486,3.97501
5672,4.481
4220,4.02801
2154,4.66123
2839,4.63756
3918,4.63756
2063,4.43204
2441,3.679650000000001
4896,3.87737
1094,4.86675
4822,4.32283
2363,4.301865346534655
268,4.37905
1431,4.13399
3926,4.5235
5027,4.79788
2007,4.661230000000001
5042,4.01509
317,3.4085
3888,4.32337
3087,4.22222
1977,4.4558527516778526
1781,4.62384
2666,4.50898
3704,4.07185
1486,4.77852
4713,4.95606
3142,4.37636
2059,4.01509
2278,4.49876
2500,4.92028
555,4.48127
5510,4.06809
3667,4.48127
5289,4.55336
4018,4.21227
4228,3.99035
2326,3.87817
2816,5.04133
3285,3.97959
1780,4.83016
5638,5.01201
3514,4.61604
3152,4.854180555555557
1985,4.6954
5331,4.67092
3424,4.63541
3287,4.09875
564,4.88558
4415,4.77852
3640,3.97501
3621,4.07185
3326,4.28947
1730,4.72014
4844,4.97381
953,4.55336
265,4.58322
5009,4.37636
308,4.70696
3791,4.11785
1884,5.31786
1211,4.05356
2075,4.77852
5245,4.704
4301,4.37636
5424,4.934
931,4.15282
3238,4.44684
4569,5.31786
4099,4.62384
2119,4.92028
4739,4.50306
5623,5.05048
4346,4.66123
5488,4.50898
5240,4.63541
5425,4.37905
2136,4.43662
1270,4.32902
4397,4.22222
3080,4.55336
3195,4.96224
5178,4.13641
2653,4.86675
4665,3.8655242657342654
3909,4.32337
694,4.314377162162162
4218,4.15524
1578,4.50898
1045,4.90387
2353,4.48127
327,3.97959
1011,4.10467
1217,5.01201
3011,3.87817
2567,4.51678
2446,3.4679500000000005
5627,4.60824
1532,4.651730588235294
5128,4.49768
19,4.6954
1472,4.10117
3822,4.49876
2049,4.58322
2774,4.06217
3316,3.93924
940,5.2498
1671,4.37905
1193,4.0619
578,4.28947
4085,3.82357
2693,4.13265
4791,4.21496
4185,4.28947
200,4.63541
4589,4.5235
4293,4.50252
709,4.63756
3517,5.31786
1372,4.77852
1209,4.10467
5504,4.07185
1264,3.88302
2097,4.51678
1299,4.6954
5089,4.70696
429,4.43204
3877,4.73279
544,4.63541
3663,4.5001
1922,4.90387
4345,4.5001
2410,4.77852
1089,4.88558
4546,3.97959
174,4.73359
4448,5.01201
378,5.05048
4860,3.87817
3048,4.43662
4956,4.70696
4938,4.47535
456,4.63541
4370,4.41052
3557,4.3812
290,4.44684
3431,4.49876
540,4.21496
3593,4.63299
2670,3.89996
1440,4.72014
3380,5.29365
2217,4.07185
49,3.93924
3508,4.13399
5083,5.31786
87,3.783788285714286
1670,4.934
4951,3.99035
2008,4.53921650406504
3627,4.5235
3930,4.47535
2724,4.60824
229,4.32337
1429,4.37905
4852,4.346938181818182
983,4.97381
455,4.50252
2044,4.88558
4416,4.07185
5183,4.934
3969,4.15524
1360,3.87817
2982,4.95606
741,4.62384
4254,4.90387
1848,4.21227
3083,4.704000000000001
1758,3.4082300000000005
1560,4.29243
90,4.69486
4882,4.28517
3947,4.44684
700,4.02801
5659,4.47535
5001,4.32283
1117,4.48127
1902,4.86675
1559,4.32283
2268,4.43204
3103,4.11785
3990,4.44684
3440,3.87737
311,4.48127
462,5.05048
3805,4.88558
3390,3.46795
4077,4.727466708074534
4496,4.67092
1090,4.83016
2615,3.87468
4878,4.92028
4294,5.2498
3167,4.63299
692,3.905683566878981
2424,3.87468
5040,4.422014615384616
3761,5.31786
5049,4.5235
3447,4.71718
4219,4.28947
1761,3.87468
472,3.46795
1350,4.32337
2882,4.43662
1398,5.31786
483,4.22222
2195,4.48127
3227,5.01201
1513,4.86675
4150,4.37905
4920,4.96224
1340,4.07185
3293,3.87737
3337,4.06809
107,5.39802
2145,4.10117
2241,4.946135977011494
1703,4.00514
2819,4.399139545454545
2827,4.13265
3072,4.44684
4603,4.28947
4575,4.5235
4808,4.50306
2314,4.732789999999999
846,4.55336
3432,4.07185
3507,3.87737
2595,4.90387
2123,4.44684
2661,4.67092
3540,4.22222
3141,4.10467
1647,4.79788
4050,4.608240000000001
3719,3.46795
576,3.87737
960,4.00514
875,4.304
2952,4.5235
1981,5.05048
1612,4.08073
2532,4.66123
330,3.97959
843,4.83016
2319,4.01509
3178,4.72014
5026,4.663232993630574
2781,4.60824
1869,4.10467
3682,4.21496
872,4.41052
4627,3.82357
2113,5.05048
5316,3.67965
5529,4.15282
5122,3.87468
4783,4.0619
904,4.09875
3286,4.28517
5192,3.99035
1510,4.62384
5383,4.07777
701,4.13641
3469,4.21496
131,4.304
3034,4.61604
5277,4.22707
2225,3.40823
4796,3.87468
3687,4.72014
2330,4.50898
5403,4.73279
4721,4.32902
440,4.797879999999999
2568,3.899960000000001
1963,5.05048
4439,4.28517
5341,4.10117
2741,4.15524
4465,5.39802
1492,3.92041
2765,4.29243
5157,4.50306
1115,3.92041
4772,4.13641
3495,4.48127
5540,4.63756
3572,4.01509
3077,4.481
2086,4.62384
487,4.63299
1745,4.29862
4565,5.39802
747,4.55336
1455,3.97959
4709,4.32902
3578,4.13399
1019,4.00514
5184,4.37905
5445,4.71718
3485,4.15524
231,5.2498
5065,4.28947
2785,4.481
2850,4.10467
3190,4.97381
1921,4.83016
3865,4.43204
3004,4.32283
610,4.28947
5320,5.05048
582,4.500728672566372
2772,4.92028
4948,4.10117
79,3.4085
5082,5.29365
1292,4.10117
4130,4.66123
2022,4.481
3439,3.899960000000001
3426,4.69486
2502,4.704
2409,4.96224
1984,4.50306
3155,4.62185700729927
2115,4.481
3135,4.37636
1109,3.8830200000000006
3794,4.22707
2984,4.10467
1183,4.44684
1361,4.0619
5419,4.48127
2752,4.73359
1318,3.87737
2570,4.37905
1805,5.2498
2391,3.99035
1222,4.43204
2316,5.10078
1656,5.05048
4350,4.70696
5322,4.481
5603,4.54341
5269,4.73359
2439,3.93924
4716,4.481
3742,5.31786
559,4.63756
470,4.16762
964,3.40823
3202,5.31786
3321,4.01509
2088,4.01644
1706,3.87817
2497,4.90387
4198,3.92041
2553,4.28517
4810,4.29243
206,5.05048
774,4.3812
384,4.71718
4021,4.07777
2485,4.85895
2383,5.29365
1541,4.57865
3521,3.87737
847,4.86675
1416,4.50306
407,3.87737
1458,4.50252
3608,4.6954
381,4.72014
3144,4.21227
279,4.44684
5323,4.62384
2580,5.31786
3370,4.834569657534247
1374,3.93924
5107,4.637560000000001
3764,4.49876
1250,4.704
4089,3.874680000000001
1252,4.44684
61,4.757854357142857
3154,3.8623
2569,4.934
2153,4.5001
3247,4.10467
1256,4.07185
4290,4.95606
2696,4.47535
5364,4.37636
4676,3.874680000000001
4373,4.304
4146,4.02801
2722,4.69486
194,5.2498
357,4.96224
4648,4.01509
5663,4.50252
1632,4.63541
4408,4.13399
4583,5.31786
2883,4.41052
3615,4.58322
4571,4.83016
3095,5.01201
1747,4.22222
2338,3.87817
5515,5.29365
3623,4.36151905511811
5516,5.01201
3986,4.51678
228,4.47535
638,4.09875
5254,5.31786
3163,4.49768
1491,4.79788
3823,4.07185
5433,4.09875
1711,4.28947
2939,4.304
3413,5.39802
4639,4.32283
1323,4.01509
5273,3.93924
2793,4.29243
3973,3.85934
5597,3.87468
1078,5.2498
1048,4.92028
4997,4.63756
2920,4.48127
5476,4.06809
4231,4.6954
178,4.55336
3662,4.22222
4967,4.73279
162,4.73359
2671,3.87737
2556,3.97959
2677,4.83016
65,4.09875
4697,4.57865
4083,4.01644
5477,4.51678
1755,4.66123
2797,3.87737
825,4.50306
4060,4.50898
3524,4.29862
1633,5.100780000000001
2415,4.28947
966,4.16762
1959,4.69486
209,4.62384
3998,3.97501
4725,4.481
3499,4.32902
5147,4.0619
1952,4.96224
2749,4.43204
2812,3.46795
3266,4.50306
2860,4.83016
5528,4.05356
454,3.8623
4994,3.4085
4333,3.87817
4404,4.63541
3931,4.09875
1547,4.86675
2684,3.87817
4163,4.0619
421,4.67092
5592,3.8830200000000006
1296,4.05356
1657,4.73359
5014,4.64186
4043,4.73279
695,4.47535
4973,4.71718
2159,4.598276363636364
4543,4.28517
4140,4.28517
663,4.15282
2053,3.92041
2054,4.21496
2932,4.63541
2019,5.29365
93,4.62384
5299,5.2498
4407,4.96224
1370,4.55336
3198,5.28139909090909
5358,4.49768
3797,4.07185
1915,4.47535
2762,4.44684
3862,4.72014
5150,4.05356
4424,3.874680000000001
3612,4.304
5179,4.11785
2224,4.13641
5272,5.05048
350,4.61604
5578,3.99035
4506,4.15524
3792,3.97501
5594,3.40823
530,3.89996
1576,4.6954
3595,4.61604
2560,4.49876
1268,4.37905
2877,4.83016
787,4.41052
895,3.97501
2734,5.10078
4246,4.50898
5265,4.73279
2805,3.93924
3027,3.82357
4559,4.29243
599,4.08073
3879,5.10078
688,4.32337
917,4.66123
2245,4.778520000000001
4834,4.28947
5116,4.13399
3461,4.05356
2989,4.70696
502,4.58322
1798,4.69486
5457,4.28947
3975,4.21496
761,4.29243
2233,3.82357
5636,4.481
2342,4.05356
4418,3.93924
3304,4.08073
3444,3.97501
2249,4.50252
4336,4.47535
4534,4.41052
2266,4.50306
99,4.57865
4353,4.48127
630,4.37905
1693,4.01509
2979,4.5001
1068,4.0619
1743,4.28517
3950,4.29243
3946,4.704
4082,4.498759999999999
2971,4.73359
714,3.40823
5527,4.06217
4243,4.92028
3191,5.133664888888889
3102,3.88302
838,3.4085
1721,4.43662
4402,3.8623
3248,4.06217
3366,4.61604
5534,4.481
1734,4.32337
5263,3.99035
4066,4.92028
2591,5.29365
1423,4.10117
2396,4.897501276595745
331,4.54341
5443,4.668808321167884
2120,4.85895
773,4.63299
4235,5.04133
1091,4.62384
134,4.57865
238,4.00514
5577,4.02801
2598,4.92028
4153,4.934
574,5.221877435897436
5091,3.87817
2980,4.66123
1806,5.10078
4983,4.83016
725,4.43204
4177,4.13265
772,4.63541
5422,4.58322
3549,4.57865
5536,4.48127
46,3.89996
1925,4.5001
3062,4.64186
5145,4.01509
2582,4.32337
2367,3.88302
4446,4.83016
59,4.88558
668,4.10117
6,3.89996
2876,4.29243
339,4.348205298013244
3179,4.15282
3407,3.85934
4007,4.6954
3425,4.63299
2725,4.97381
5239,4.50252
2908,3.4085
3785,4.07777
5588,4.13641
1154,4.43204
5218,4.21227
3882,5.04133
2934,4.69486
2975,4.70696
2222,3.87737
3212,4.02801
3230,4.50306
3222,5.29365
2515,5.29365
1767,4.96224
2794,4.06809
459,4.61604
332,4.22707
3915,4.49768
516,4.21496
1100,4.51678
4422,4.07777
5484,4.09875
3914,4.48127
1331,3.85934
4563,5.2498
12,4.55336
5498,4.96224
4271,4.47535
3377,5.39802
718,3.46795
4703,5.31786
1830,4.60824
1895,4.481
977,4.55336
3052,4.72014
2037,4.48127
5022,4.704
1987,4.95606
2912,4.63299
203,4.61604
5374,4.71718
1514,4.77852
2690,3.97501
536,4.54341
3107,4.21227
1702,4.28517
1342,4.49768
2177,4.973809999999999
2157,4.77852
3350,4.364544193548387
2738,4.63299
5280,4.07185
412,4.37636
5292,4.95606
3438,4.64186
1046,5.01201
5395,4.58322
2179,4.43662
136,4.22222
5114,3.89996
4732,4.32902
1402,4.22222
3569,4.32283
1219,4.07185
4040,4.5001
4513,4.95606
3454,5.01201
1676,3.82357
4902,4.06809
1704,4.21227
1760,4.16762
3400,4.70696
2289,4.73359
67,4.57865
566,4.90387
4384,5.10078
5657,4.32283
5029,4.43662
1215,4.83016
2898,4.43662
1904,4.63299
4690,4.44684
2042,4.57865
1408,4.73279
1744,4.09875
842,4.88558
5020,4.06809
4624,4.63541
3967,4.73279
4310,4.5001
1859,4.54341
3457,4.07185
438,4.61604
2307,4.63756
3833,4.41052
3490,4.5001
4962,4.58322
3752,4.95606
2393,4.50121296
1364,5.29365
664,4.5235
5394,4.43204
2886,4.62384
1102,3.87737
3418,4.51678
2800,4.11785
1695,4.48127
3299,4.22707
4897,4.13399
2229,3.8623
850,4.50898
3055,4.37636
3979,4.63541
4596,4.63541
3766,4.48127
1200,4.88558
2027,4.77852
1539,4.50306
4613,4.13265
5669,5.29365
1478,5.29365
3726,4.32902
1171,4.49768
1266,3.40823
3398,4.54341
5558,4.65779525
4955,4.22707
2401,3.88302
1714,4.22222
1498,4.43204
4591,3.92041
1378,4.49768
2914,4.61604
4687,4.85895
4129,4.5001
735,4.70696
992,4.50306
1827,4.63756
5513,4.96224
2535,4.13265
3086,3.99035
4816,5.05048
3881,4.96224
958,3.97501
3261,5.10078
3774,5.39802
5551,4.49768
989,4.55336
4638,3.85934
4525,3.87737
2355,4.43204
4225,4.15524
1443,4.44684
1246,5.01201
2212,3.97959
3228,4.71718
3410,4.10117
1683,4.86675
3531,4.843786967213115
4917,5.2498
1615,4.06809
2149,4.63299
2077,4.63541
1165,4.86675
3932,4.29862
4221,3.99035
4905,3.97959
74,4.16762
4743,4.13641
2317,4.69486
460,4.60824
403,4.64186
5688,4.29243
4259,4.70696
2945,4.837265298013245
5667,4.61604
1700,4.429736666666667
5330,4.72014
252,3.97959
2796,3.89996
956,4.13641
1367,4.83016
652,4.06809
4799,4.13641
3232,4.01644
4011,3.87737
2436,3.93924
3657,4.41052
4045,5.10078
2625,4.10117
1457,4.09875
3151,4.15282
4215,4.64186
5467,4.83016
2663,4.86675
1746,3.99035
1375,3.88302
4954,4.54341
3944,4.92028
2529,3.8623
3206,4.95606
4587,4.05356
5227,4.60824
415,4.01509
1500,4.63756
699,4.704
3019,4.29243
1725,4.37905
3300,4.70696
1010,4.0619
3968,4.3812
4203,5.2498
5614,4.15524
495,4.70696
972,4.481269999999999
1589,4.21227
3416,3.97959
738,5.05048
3140,4.0619
1142,4.83016
5293,4.60824
351,4.60824
5495,4.63541
3665,4.32337
1363,4.06217
1989,4.57865
1651,4.63299
503,4.63756
4115,4.70696
326,3.87468
4151,4.32283
2620,3.4085
5198,3.92041
3544,4.00514
4660,4.934
1880,4.37636
29,3.87737
3277,4.70696
3434,3.46795
4574,4.43204
3079,4.67092
1330,4.5235
5310,4.02801
3388,4.16762
3771,4.73279
1598,4.49768
5337,4.5235
924,4.21227
5033,4.90387
318,4.06809
4162,3.87817
1717,4.07777
2427,4.22707
2612,4.63756
991,4.6954
3363,4.63541
3392,4.63299
113,5.04133
5444,5.01201
4702,5.29365
910,4.49876
3542,3.97501
4547,4.3812
2727,4.73359
4080,4.09875
3853,4.15524
77,4.259523392857143
4292,4.32337
1188,4.85895
272,4.28947
1240,4.08073
4728,4.71718
957,4.11785
2281,4.688354639175258
4865,3.5550606382978724
392,4.29243
44,4.06809
3303,4.01644
262,4.49768
2487,4.79788
4751,4.48127
914,4.43204
4821,4.55336
5303,5.04133
5359,4.49768
3134,3.97501
3548,4.6954
4855,3.97501
4245,4.682474379084968
4121,4.88558
706,4.10467
424,4.77852
3276,4.22707
3172,4.29243
3008,4.22707
3221,5.04133
2348,4.55336
3916,4.43204
1788,4.63756
5166,4.72014
4468,5.29365
3112,4.43204
43,3.4085
2936,4.64186
819,4.92028
3259,4.73279
5019,3.4085
5041,4.15524
1069,4.10467
411,3.97501
3577,3.87737
5353,3.87817
1236,4.96224
545,4.835367234042553
1754,4.5001
1399,4.803553650793651
3234,3.785751605839416
1033,4.22707
1701,4.95606
1897,4.67092
3012,4.0619
4331,4.270865
5642,4.704
1679,4.32337
2332,4.72014
4090,3.46795
1867,3.87817
3826,4.71718
5287,4.62384
2963,4.3812
2196,4.49768
2184,4.43662
804,4.77852
3116,4.07185
4289,4.57865
4176,4.29243
5332,4.55336
4832,4.3812
1726,4.32283
3584,4.21227
191,4.32283
2736,4.50252
1502,4.55336
2368,3.67965
1158,5.39802
5271,4.804439057971015
526,5.05048
1305,4.29243
129,4.29243
9,4.481
2947,4.90387
935,4.32283
2269,4.58322
3894,4.15282
5237,4.10117
899,3.4085
1524,4.79788
5559,4.86675
4632,3.87737
2437,3.88302
2808,3.4082300000000005
5335,4.05356
4309,4.70696
2974,4.22707
3311,3.8235700000000006
2658,4.73359
1603,4.37905
3215,4.50306
4558,4.41052
3738,5.39802
4828,4.86675
2094,4.49768
3255,4.32283
2985,4.06217
2988,4.61604
2050,4.63756
3748,4.15282
91,4.61604
1208,4.0619
2089,4.08073
286,4.67092
1084,4.69486
3038,4.88558
3892,4.01509
936,4.21496
2364,3.92041
2152,4.60824
570,5.39802
948,3.87468
3799,4.10467
952,4.67092
1616,4.51678
1436,4.304
1575,4.50306
4909,4.49876
2112,4.10117
881,5.04133
1232,4.28947
4270,4.304099327731092
710,4.934
5402,4.32337
1509,5.04133
3694,4.6954
3579,4.13641
5368,4.64186
2311,4.32902
2875,4.41052
4890,4.49768
2479,4.50898
4694,4.304
2862,3.40823
4588,4.15282
1437,4.50306
3527,4.22707
47,3.4679500000000005
1634,4.73279
2384,5.31786
4585,4.83016
374,4.69486
921,4.41052
5347,4.43204
1543,4.481
3050,4.6954
4906,4.54341
4659,4.64186
5381,3.67965
4377,4.37905
1654,4.60824
1998,4.60824
2540,4.704000000000001
5632,4.62384
759,4.43662
4992,4.29243
2041,4.63756
3875,4.47535
4348,3.92041
5137,4.10117
5252,4.60824
4071,4.43662
2925,4.69486
3451,4.50306
88,4.272759701492538
3389,3.87468
2328,4.10467
2361,4.15282
5261,5.31786
569,5.10078
1300,4.57865
1030,4.29862
4566,4.96224
2454,4.32902
1750,4.32337
2536,4.304
4367,4.79788
111,5.31786
2443,4.07777
1962,4.97381
2809,4.07777
849,4.64186
2854,5.39802
3113,4.22707
4784,4.10467
1517,3.87737
3025,4.95606
5084,4.88558
2359,4.06217
5461,5.39802
5324,4.02801
807,4.44684
2344,4.5235
2787,4.67092
4969,5.29365
2430,4.13265
5572,4.64186
719,5.2498
490,4.69486
3219,5.39802
557,4.43204
2723,4.61604
1645,4.85895
2140,4.55336
1285,4.304
2403,4.49876
5241,4.732395375
2897,4.44684
169,4.64186
3927,3.85934
5525,4.86675
1892,3.85934
3710,5.10078
1218,4.559058086956521
2601,4.79788
4189,4.13641
1511,4.67092
5180,3.9750100000000006
474,4.09875
855,4.69486
2413,4.3812
4286,4.304
5550,4.48127
1192,3.87817
296,4.50306
5693,4.32337
1976,4.06809
1121,4.63756
212,3.4085
181,4.13265
2031,5.31786
4192,4.4847167567567565
4750,4.07185
1857,4.11785
572,5.04133
3250,4.15282
5496,4.63299
1899,4.86675
3561,4.61604
666,3.92041
3460,4.545413431372549
3063,4.50898
596,3.88302
4936,4.71718
473,4.28517
4145,4.28947
3378,4.96224
3397,3.97959
1723,4.63756
3017,4.43662
2655,4.60824
3464,3.40823
2538,4.92028
769,4.10117
1168,4.49876
1461,4.86675
1049,4.85895
1312,4.08073
2366,3.93924
2605,4.67092
2358,4.09875
749,4.77852
2901,4.70696
5420,4.49768
2730,4.64186
457,4.63299
1265,3.67965
535,3.97959
962,3.8830200000000006
1991,4.10117
4182,4.704
1295,4.21496
4926,4.00514
2151,4.61604
478,4.85895
1379,4.43204
4324,3.99035
2306,4.58322
1,4.08073
5593,3.679650000000001
5291,4.85895
3437,4.77852
633,4.47535
5039,4.50898
179,4.86675
1601,4.63756
2135,4.96224
3582,4.37636
1476,4.5235
2973,4.90387
4056,4.55336
2546,4.44684
5205,4.3812
4941,5.04133
4848,4.62384
1195,4.57865
5194,4.50306
5258,4.96224
1613,3.82357
3750,3.85934
4161,5.10078
5452,4.41052
2616,3.46795
3573,3.87817
5158,4.6954
5228,4.90387
1496,4.83016
217,4.13399
3415,5.04133
1207,3.87817
310,4.07185
4777,4.63756
4261,4.07185
3481,4.412907457627118
5100,4.10117
2029,5.04133
466,4.67092
864,4.09875
4428,4.29862
4664,4.47535
5365,4.00514
969,4.6954
947,4.16762
2456,4.70696
2549,4.28656161764706
414,4.21227
1481,4.830160000000001
3467,3.87468
1057,5.05048
3620,4.01509
617,4.54341
3365,4.69486
1308,4.50306
5313,4.58322
2308,4.934
1992,3.8623
1624,4.3812
3466,4.16762
2327,4.0619
2284,4.51678
4673,3.8623
1684,3.87817
4319,4.86675
34,5.05048
398,4.90387
3906,4.25123870967742
1728,4.47535
1202,4.90387
2122,4.79788
4974,4.92028
1012,4.06217
2776,4.15282
734,4.22707
3707,4.481
674,4.88558
5134,4.32283
60,4.481
2444,4.16762
2318,4.70836
2288,4.13641
1315,4.06809
1452,3.99035
2481,4.15524
3535,4.37636
5123,3.46795
1181,4.704
4590,3.85934
5641,4.85895
5446,4.92028
1852,4.10467
3902,3.87737
4600,4.481
4232,4.57865
1388,4.48127
1053,4.13265
1740,4.16762
3676,4.43204
1631,4.654952253521127
4413,4.55336
1086,4.766836338028169
4612,4.54341
453,4.88558
2919,4.07185
1475,4.15282
1095,4.01644
4987,4.704
1237,5.04133
3406,4.5235
2544,4.21227
1347,4.32283
3923,4.43204
4594,3.8623
3778,5.31786
678,3.40823
640,3.88302
2660,4.62384
794,4.887625190839695
1960,4.61604
1942,4.5001
