,opprpg
4736,5.2498
611,4.66123
5208,4.3812
2378,4.481
509,4.32337
2129,4.704000000000001
1134,4.15282
2768,4.5001
3493,4.72014
5626,4.61604
2170,4.47535
4362,4.01509
2843,5.05048
894,4.11785
2322,4.37636
4147,4.0271688811188815
4795,4.16762
4074,4.090797058823529
3412,4.73279
4325,4.252349473684211
4792,4.10117
3284,4.29862
5111,3.4085
3851,4.79788
4032,4.47535
4125,4.71718
4960,4.49768
3788,3.87737
959,4.37636
320,3.89996
63,3.46795
2590,4.77852
1243,4.88558
2610,4.02801
5156,4.277507887323944
945,4.22707
2585,4.63299
3974,3.92041
2362,4.5235
3828,4.85895
98,4.6954
2025,4.55336
1133,4.05356
235,4.11785
2592,5.31786
5094,4.06217
2350,4.85895
3106,4.00514
4006,4.50306
4572,4.90387
4329,4.29243
2141,4.5235
3020,4.10117
2645,4.6954
2174,4.32337
3727,4.47535
3779,4.88558
870,4.44684
3296,4.29862
71,3.82357
4631,3.89996
3525,3.97959
4242,4.71718
1221,4.49768
494,4.22707
2305,4.43204
3685,4.50252
3825,5.01201
1433,4.29862
3030,4.86675
589,4.21227
1826,4.58322
2802,4.6954
3290,4.08073
5382,3.40823
2586,4.69486
742,4.67092
4298,3.87468
328,4.54341
3214,4.304
3746,4.06217
4067,4.85895
3829,4.704
393,4.13265
3207,4.48127
4123,4.90387
5360,4.13399
765,4.934
3636,3.46795
4995,4.06809
5050,3.85934
2913,4.69486
3104,3.97501
4272,3.8623
1891,4.934
726,4.32902
4430,3.88302
4419,3.88302
2924,4.32902
4063,4.28947
4580,4.64186
3348,4.5001
4846,4.73359
158,3.8235700000000006
5052,4.21496
2644,4.50306
2262,4.28947
2891,4.06809
1961,5.04133
198,4.60824
5610,4.44684
4122,4.83016
997,4.6954
4933,4.83016
1621,4.77852
4640,4.32902
3494,4.07185
1174,4.22222
3715,3.97959
2125,5.01201
4813,4.61604
5242,4.71718
3270,4.51678
147,4.5001
3813,4.47535
2766,4.13265
4616,4.6954
5138,3.93924
1143,4.856885100671141
2695,4.32902
234,4.96224
5604,4.22707
1521,4.63299
5268,5.39802
3359,4.32902
379,4.73359
4514,4.01644
3351,4.37905
1555,4.83016
3297,3.97959
1206,4.01509
506,4.32283
399,4.818940188679245
4239,4.83016
5683,4.70696
3675,4.49768
760,4.41052
3056,4.00514
1996,4.69486
2352,3.87817
348,4.866750000000001
3884,5.31786
4053,4.73359
57,5.29365
4433,3.67965
15,4.704
3498,4.32283
4240,4.90387
139,3.93924
1696,4.49768
4048,4.69486
477,4.92028
829,4.6954
3585,4.01509
1064,3.46795
988,4.67092
4733,4.47535
614,4.09875
1659,4.62384
3066,4.60824
4869,5.39802
2080,4.96224
3646,4.0619
5595,4.07777
86,3.899960000000001
1346,4.922014598540146
2646,4.57865
2251,4.63299
791,4.5001
3385,4.01644
1903,4.778520000000001
3958,4.06217
293,4.29243
1225,4.13265
5481,4.13641
1574,4.22222
395,4.50306
3559,4.63299
4111,4.962905052631579
5590,3.97501
4647,4.21227
4434,3.40823
4035,4.15524
1319,4.13399
2687,4.73359
2631,4.49876
4248,4.05356
919,4.72014
2676,3.99035
3249,4.05356
3984,3.40823
1765,5.10078
4843,4.60824
4093,4.29862
266,4.63756
2597,4.71718
1280,4.73279
1708,4.10467
4443,3.67965
2131,4.32283
2221,3.89996
4200,4.47535
3138,4.01509
4912,4.0619
1421,3.92041
4086,3.4085
831,4.95606
2445,3.87468
254,4.22707
4854,4.11785
814,4.6954
1770,5.31786
3691,4.13265
3035,5.04133
4851,4.15524
3866,4.28947
1056,4.97381
5076,4.07185
1335,3.8623
1705,4.01509
595,3.93924
4436,4.16762
4981,4.43662
3251,4.704
4473,5.01201
2589,4.86675
2557,4.54341
4578,4.21496
82,3.89996
3759,5.04133
2124,4.43662
2264,4.0514862962962965
3560,4.69486
4039,4.22222
2825,4.41052
2879,5.01201
2239,4.155352966101694
3732,4.88558
2520,4.704
1002,4.16762
5485,4.11785
2581,3.99035
5357,4.05356
5171,4.02801
3583,4.00514
4668,4.5235
1858,3.97959
713,3.67965
5260,5.29365
259,3.4085
2571,4.32283
3963,3.92041
4,4.06809
185,4.13265
861,3.87468
1990,4.95606
4340,4.43662
387,4.704
3101,3.93924
3609,4.06809
4944,4.5235
4817,4.73359
1957,4.63541
796,4.3812
5274,3.88302
1536,4.29243
2128,4.85895
3021,3.8623
4206,4.41052
1337,4.286783157894737
4108,4.32337
5644,4.44684
4116,4.49876
4179,4.50306
5110,3.82357
2737,4.63541
858,3.4082300000000005
2777,4.934
4858,4.21227
3313,4.01509
2033,4.95606
256,4.01644
4462,4.09875
1474,4.05356
485,4.50252
5279,4.49876
3592,4.63541
4169,4.86675
3904,4.02801
4866,4.90387
891,3.87737
1562,4.304
257,4.08073
587,4.37636
2950,4.05356
2057,4.00514
3342,4.51678
2587,4.61604
1036,3.87817
4523,4.51678
5681,4.54341
3688,4.666632027027028
3419,3.899960000000001
2869,4.92028
1072,5.29365
4403,4.50252
879,4.72014
3839,3.97959
142,3.40823
2346,4.90387
2831,4.57865
4393,4.22707
4894,4.51678
5127,4.48127
2458,4.07185
1893,5.05048
1799,4.61604
4900,3.97501
5167,4.50898
5,4.51678
1167,4.70696
5090,4.49876
5631,4.481
1736,3.88302
5471,4.92028
2870,4.85895
3059,3.87817
686,4.5001
4515,4.08073
250,4.09875
4264,4.43204
3148,4.10467
3361,3.8623
5115,3.87737
2006,4.41052
817,4.793797142857143
5566,4.62384
161,4.50898
916,4.5001
226,4.32283
3108,4.01509
5185,4.44684
4505,4.3812
3305,3.82357
5535,4.62384
4435,4.07777
5031,4.88558
5366,4.524705789473684
3772,5.2498
2117,5.01201
4504,4.50898
2715,4.07777
1969,4.86675
431,4.63756
751,4.79788
2780,4.61604
890,3.890524507042254
5376,4.85895
4256,4.55336
3722,4.63756
662,4.05356
335,4.07185
3170,4.43662
1179,4.92028
5340,4.21496
1544,4.62384
1887,4.90387
4793,3.8623
2448,4.50898
4025,4.28517
5456,4.15524
730,5.05048
2537,4.71718
5409,4.32902
4985,5.01201
3128,4.6954
634,4.51678
4081,4.70696
1410,4.988665041322315
5648,4.49876
1420,3.85934
4337,4.32337
2981,4.32337
3233,4.08073
2542,4.44684
4008,4.57865
1522,4.69486
3840,4.54341
445,4.50252
4158,4.32337
3903,4.28947
5691,4.5001
4876,5.31786
1681,4.67092
2868,4.71718
1569,4.410373333333333
2926,4.61604
2098,3.89996
525,4.97381
1974,3.82357
3985,4.07777
3628,5.10078
1302,4.63756
4491,4.29862
3010,4.49876
5087,4.67092
2478,4.64186
1505,4.692100851063829
5038,4.64186
5508,3.82357
2530,4.502519999999999
982,4.60824
974,4.481
410,4.11785
3820,4.22707
1384,4.22707
1888,4.71718
5611,4.43662
5390,4.5001
3253,4.934
1150,4.49876
2551,3.87468
1043,3.4085
4288,4.6954
4553,4.21227
3897,4.32283
3642,4.00514
5545,4.37636
2139,5.01201
902,3.87468
2073,5.05048
446,4.63541
603,3.85934
4269,3.92041
2856,5.04133
1196,4.95606
1031,3.97959
690,4.63756
2790,4.95606
2447,4.64186
4899,4.11785
1864,4.00514
1435,4.54341
3367,5.04133
4916,4.73279
3550,4.90387
739,4.73359
2763,4.43662
3935,4.22707
1525,4.44684
1739,4.07777
2181,4.29243
5437,4.22707
673,5.31786
54,5.39802
4619,4.37905
3037,5.31786
3129,4.4746470370370375
505,4.37905
1507,4.3812
1116,4.21496
1600,4.58322
363,4.32283
4299,4.07777
1009,4.37636
756,4.21227
5628,4.97381
2783,5.05048
3033,5.39802
2788,4.55336
1885,4.88558
4769,4.79788
3692,4.304
4867,5.012009999999999
388,4.797880000000001
744,4.86675
2842,4.97381
458,4.69486
5600,4.09875
244,4.934
2798,4.13399
513,5.39802
645,4.37905
2400,3.93924
1128,4.01509
1470,3.92041
4168,4.55336
3846,4.49768
2476,4.86675
3597,4.6954
3357,4.50252
2298,4.3812
5598,3.46795
434,4.92028
3362,4.50252
5613,4.3812
2132,4.32902
770,3.8623
898,3.82357
5160,4.97381
1204,4.00514
307,4.22707
1212,4.15282
2953,3.85934
184,4.29243
3381,5.31786
100,4.95606
4493,4.73359
4172,4.50898
4924,3.9750100000000006
5410,4.47535
3229,4.85895
1800,4.32283
353,5.05048
4840,5.29365
4923,4.11785
1861,4.70696
2148,4.63541
3384,4.90387
1039,4.06217
2559,4.70696
236,3.97501
405,4.13265
3519,4.83016
5073,5.29365
1738,3.40823
45,4.51678
428,4.15524
3240,3.9750100000000006
5064,4.15524
3724,4.37905
2158,4.64186
1966,4.62384
4788,4.5235
3773,5.10078
1709,4.06217
4003,4.62384
5483,3.97959
1103,4.08073
3532,4.13641
3442,4.13641
3353,4.05356
5308,4.15524
4037,4.02801
4753,4.43204
4296,4.69486
4113,4.54341
2453,4.0619
4727,5.01201
2232,4.28947
5117,4.13641
5397,4.934
1014,4.51678
563,5.05048
274,4.934
5061,5.10078
1553,5.31786
783,4.49768
4222,4.22222
3409,4.21496
280,4.15524
2189,4.50306
3700,4.54341
3246,4.0619
4432,3.88302
3810,4.44684
2202,4.32337
4642,4.32337
5547,4.21227
844,4.90387
4872,4.97381
2900,4.22707
5651,4.49768
1284,4.96224
2609,4.73359
3504,5.10078
616,3.97959
275,4.37905
2442,3.4082300000000005
1227,4.50306
3078,4.62384
1321,4.172081
3841,4.22707
2469,4.0619
922,4.5001
3356,3.85934
3695,4.09875
5599,4.28517
3368,5.29365
4474,4.71718
4724,4.73359
1905,4.69486
2841,4.60824
2895,4.50252
5460,4.85895
2345,3.85934
4321,4.704
3616,4.63756
5574,4.3812
3383,4.83016
1162,5.29365
5102,4.50252
2204,4.08073
1106,4.068089999999999
3780,4.83016
4993,4.13265
1389,4.49768
1451,4.05356
1391,4.50252
771,4.50252
4582,4.3812
2896,4.63541
680,3.554341376146789
4686,4.0619
1490,4.704
3734,3.8623
1087,5.29365
3960,4.15282
4313,4.72014
124,4.50898
5062,5.39802
2219,4.49768
18,4.43662
3981,4.69486
80,4.06809
5506,4.01644
667,4.21496
3835,4.13265
248,3.4679500000000005
4320,4.778519999999999
5086,4.62384
386,4.85895
1477,5.04133
1414,4.96224
1138,5.04133
1495,4.88558
2650,4.62384
3683,4.10117
2606,4.60824
3420,3.87737
3625,4.05356
3520,4.815748671328672
476,3.97959
5561,4.64186
835,4.01644
1231,4.85895
58,5.31786
1577,4.77852
3449,4.85895
3601,4.58322
4644,3.97501
3114,4.70696
151,4.49768
5652,4.43204
1274,4.5235
4893,4.06809
3054,3.97501
528,4.481
3928,4.32283
5387,4.02801
5225,5.29365
1665,4.43204
4621,4.10117
3315,4.481269999999999
2452,3.87817
5233,4.5235
5251,4.61604
3336,3.4085
839,4.06809
5411,4.32337
1073,3.92041
1281,5.2498
1719,4.50898
285,4.90387
866,3.97959
2554,4.09875
227,4.32902
5491,4.41052
1946,4.77852
892,4.13399
1599,4.43204
4211,4.67092
4167,4.67092
2068,5.10078
811,4.13265
3574,4.0619
340,4.15282
1147,4.54341
2186,4.29243
1675,4.08073
4805,4.29243
4014,4.11785
2747,4.48127
1027,4.54341
343,4.88558
669,4.49768
4112,3.97959
5302,4.96224
4369,4.43662
978,4.92028
2665,4.64186
2051,4.934
1580,4.15524
1105,3.4085
3586,3.87817
3689,4.41052
4726,4.62384
4765,4.48127
5276,3.4085
2197,4.43204
4766,4.49768
1108,3.93924
627,4.58322
1339,4.49876
608,4.3812
4075,4.22222
5658,4.32902
5564,4.73359
2023,4.62384
2000,5.05048
78,3.82357
1097,3.82357
2201,4.66123
5085,4.83016
242,4.0619
3924,4.58322
101,4.22222
708,4.58322
484,3.8623
4577,3.92041
5174,3.87468
3568,3.85934
2470,4.10467
3543,4.37636
3632,3.97959
3728,4.32337
3907,4.5001
3556,4.79788
4164,4.10467
177,4.67092
3838,4.29862
3901,3.89996
4096,4.50306
649,4.08073
4746,4.37636
2968,4.55336
5213,4.22222
2965,4.28947
2761,4.44684
298,4.32337
646,4.32283
3567,4.5235
877,4.6954
2169,4.32902
230,4.73279
1933,4.61604
2654,4.77852
4120,4.06217
5139,3.8830200000000006
3516,4.97381
3831,4.44684
4680,4.29862
4628,3.4085
17,4.44684
488,3.40823
4718,4.06809
3159,4.32902
4209,4.304
2046,4.48127
1194,4.10467
4002,4.83016
2373,4.32337
3518,4.88558
105,3.40823
5523,4.67092
4929,5.05048
143,4.07777
3339,3.82357
5675,4.50898
1359,4.01509
4421,3.4082300000000005
288,3.88302
873,4.29243
789,4.084891780821917
1076,3.8623
3596,5.04133
1518,4.32337
334,4.49876
1018,4.37636
2230,4.3812
1063,3.87468
4573,3.99035
3872,4.63541
4681,3.97959
3650,4.15282
778,4.00514
2921,4.934
3920,4.379050000000001
4946,3.92041
3161,4.07185
1462,4.77852
4943,4.15282
450,4.60824
2428,4.70696
5562,4.50898
1404,4.66123
2992,4.48127
5195,4.6954
970,4.57865
5224,5.04133
2292,4.67092
4441,3.93924
1172,4.43204
648,4.01644
1060,4.86675
35,4.73359
463,4.73359
5633,5.01201
724,4.49768
4820,4.67092
1463,4.64186
682,4.28947
376,4.60824
5417,4.49876
3291,4.51678
2746,4.07185
2482,5.01201
4653,4.05356
3733,4.10117
1590,4.01509
3855,4.63756
3515,4.60824
1979,5.04133
3156,4.63541
5236,4.21496
1894,4.73359
4706,4.6954
5149,4.06217
661,4.06217
1248,4.92028
3506,3.874680000000001
558,4.58322
1594,4.43204
1238,4.44684
5334,4.06217
2721,4.63299
3936,4.70696
3858,4.73279
4380,4.47535
3982,3.8830200000000006
2657,5.05048
2257,4.5235
3446,5.01201
2168,4.32283
4508,4.02801
1840,4.63756
568,4.71718
28,3.89996
1677,3.4085
1668,4.69486
3952,4.304
5266,5.249799999999999
5314,3.93924
5530,4.5235
2301,4.637560000000001
1534,4.43662
5143,4.00514
5616,4.29243
2394,4.67092
3121,4.63756
4249,4.15282
5278,4.70696
3243,4.21227
1537,4.13265
4779,3.67965
5152,4.6954
3802,4.28517
928,4.10467
170,4.61604
3653,3.92041
338,4.43204
145,3.87468
4159,4.73279
639,4.29862
852,4.50252
1756,3.88302
2596,5.01201
3814,4.32337
89,4.63299
3146,3.87817
4049,4.61604
1140,5.31786
3480,4.50898
4291,4.47535
3562,4.60824
1586,3.97501
3242,4.00514
116,4.88558
1130,4.0619
2892,4.21496
1664,4.49768
845,4.67092
5464,5.29365
3599,3.99035
2431,4.304
423,4.86675
1567,4.487357814569536
94,4.67092
3530,4.92028
4835,4.129575298013245
1655,4.97381
5625,4.69486
4711,5.39802
168,4.77852
3987,3.89996
3168,4.79788
3789,4.13399
4818,4.481
3824,4.90387
3850,4.704
3164,4.43204
4755,4.83016
2372,4.66123
5037,4.85895
3241,4.37636
3166,3.40823
4178,4.304
4786,4.05356
2541,4.79788
5692,4.66123
397,4.83016
3957,4.41052
1425,4.43204
1809,3.92041
994,3.99035
868,4.704
1469,4.13265
3109,4.07185
543,4.50252
5155,3.99035
2916,4.97381
4105,4.79788
2407,5.10078
36,4.481
1187,4.92028
3473,4.63541
278,4.79788
3864,4.49768
1751,4.72014
1325,4.0619
1568,4.72014
5615,4.28947
4073,4.29243
4990,4.43662
4482,4.43204
3991,4.43662
3652,3.85934
5202,4.85895
5556,4.37905
5203,4.704
4174,4.15524
2584,4.63541
1383,4.54341
2472,4.05356
137,4.503059999999999
5306,4.88558
1779,4.88558
3859,5.2498
2810,4.16762
377,4.97381
1546,4.55336
4312,4.32337
826,4.6954
1393,4.63299
1660,4.70696
1377,4.48127
3376,4.97381
2894,3.8623
3590,4.44684
4065,4.71718
5309,4.28947
3433,4.48127
1079,5.10078
4390,4.28947
820,4.85895
971,4.876378410596026
2462,4.37905
5377,4.704
1846,4.95606
1642,4.15524
3664,4.66123
2062,4.49768
1912,4.37905
4991,4.41052
3443,4.11785
4634,4.09875
653,4.51678
2392,4.22222
2259,3.92041
1949,5.2498
2185,4.41052
3744,4.0619
4940,4.61604
3043,4.314688749999999
1333,4.21496
4341,4.41052
5429,4.901671764705882
3649,4.05356
211,3.82357
2818,3.97501
4388,5.29365
1729,4.32337
2273,4.11785
4618,4.95606
4635,4.05356
4975,4.85895
2941,4.55336
736,4.49876
369,4.77852
2036,4.07185
207,4.73359
4069,4.79788
4518,4.07777
1909,5.39802
1189,4.704
3068,5.01201
4904,3.899960000000001
2038,4.49768
2483,4.71718
4682,4.54341
210,4.67092
1151,4.07185
3929,4.32902
3158,3.92041
4038,3.99035
4935,5.01201
3635,4.70696
1548,4.86675
5501,5.05048
995,4.22222
3552,4.71718
3821,4.7069600000000005
1336,4.73279
1135,4.72014
4611,3.97501
2878,4.90387
786,4.43662
287,3.93924
5043,3.87817
1908,4.01644
5342,3.8623
479,4.680288684210527
1261,4.50252
2726,5.05048
4190,4.11785
2709,4.88558
1526,4.287403333333333
659,3.97501
4651,4.10467
3364,4.63299
3176,4.66123
4480,4.48127
5389,4.22222
1163,4.67092
4654,4.15282
3836,4.28517
202,4.69486
4807,4.304
3239,4.43662
1286,4.50306
685,4.22222
3162,4.48127
2899,4.28947
3964,4.32902
2517,4.71718
5605,4.37636
4364,4.0619
905,4.29862
3731,5.31786
2744,4.32337
5435,3.97959
1953,5.04133
1322,3.97501
5035,4.71718
1291,4.21496
498,4.48127
190,3.85934
1968,4.55336
1438,4.6954
4881,3.46795
5629,5.05048
2083,5.05048
76,3.46795
1282,5.10078
5097,4.10117
1447,3.87817
3598,4.57865
1841,5.31786
1371,4.86675
2466,4.32337
50,4.32337
4884,5.39802
5463,5.04133
1304,4.41052
808,4.43662
302,4.3812
2822,4.79788
1307,4.304
2304,4.49768
3940,4.64186
4244,4.85895
1988,4.66123
5579,4.58322
5531,3.85934
5126,4.29862
2047,4.49768
929,4.06217
444,4.95606
4343,3.99035
2012,4.72014
4833,4.15524
4630,4.51678
2375,4.01644
3547,4.50306
4338,4.73279
4886,5.04133
5426,4.32283
5165,4.32337
1620,4.13641
1528,4.02801
1797,5.10078
1713,4.13265
3064,4.383523539823009
1646,4.704
4351,4.49876
676,4.704
3274,3.97959
2382,5.04133
5181,4.58322
4781,4.63756
3659,4.13265
2846,4.62384
3626,4.15282
1794,4.32337
1980,5.29365
2192,4.537723947368422
3007,5.39802
2504,4.44684
1042,3.800782666666667
853,4.63541
1570,4.43662
3660,4.304
3925,4.63756
5500,4.97381
4837,5.39802
4457,3.46795
1882,4.21227
4004,4.670920000000001
3671,4.63756
1397,5.29365
2753,4.481
5154,4.95606
1369,5.01201
2336,4.21227
2290,4.481
3993,4.29243
1373,4.64186
1503,4.86675
2720,5.39802
604,4.32283
594,4.06217
903,3.46795
3273,4.29862
4744,4.11785
1803,4.32337
2471,4.06217
5388,3.99035
1535,4.41052
4352,4.07185
2807,3.67965
24,3.88302
55,4.96224
4953,4.72014
4398,4.5001
1550,3.87468
4806,3.99035
3001,4.15282
3922,4.49768
3028,4.67092
1619,4.13399
355,5.10078
3529,4.49876
1808,4.61604
3479,4.64186
3360,4.10117
3801,3.46795
2547,4.29243
1995,4.63299
102,4.50306
1542,4.95606
980,4.64186
5319,4.63299
3749,4.5235
3074,4.73359
3845,4.48127
5509,3.4085
360,5.31786
2457,4.49876
5372,4.61604
38,4.67092
2652,4.55336
68,4.850773388429752
1836,4.96224
4425,3.46795
2674,4.28947
2719,5.10078
4160,5.2498
1731,4.22222
2067,5.2498
148,4.66123
4196,4.5235
2681,4.86675
2286,3.87737
2685,4.0619
5571,4.72014
3755,4.15282
1124,3.9750100000000006
2333,4.73359
1122,4.13641
5333,4.86675
4280,4.603990196078432
3111,4.49768
4570,4.88558
672,5.29365
1838,4.43204
4824,4.66123
1405,4.32337
232,5.10078
1870,4.06217
2844,4.73359
1825,4.43204
3713,4.83016
1557,4.5235
5573,4.50898
2689,4.11785
2423,4.16762
1716,4.66123
5666,4.81996208588957
4304,4.01509
10,4.62384
3720,4.28517
2461,4.934
1872,4.15282
1176,4.66123
1757,3.67965
2066,4.5235
2710,4.83016
2739,5.39802
4715,4.60824
2072,5.29365
3644,4.49876
834,4.13265
3302,4.90387
3278,4.49876
3757,5.39802
3279,4.07185
3768,4.43204
2105,4.73359
1454,4.29862
2575,5.39802
40,4.69486
4009,4.51678
4356,4.58322
1516,4.01644
5055,4.00514
2432,4.50306
2964,4.15524
2167,3.67965
1480,4.88558
4287,4.501850260869565
2435,4.72014
1146,4.73359
2880,4.71718
3201,5.29365
1812,3.8623
2622,4.51678
2522,4.3812
803,4.6954
2126,4.71718
3898,3.4085
5074,5.31786
2604,4.41052
1198,4.704
1444,4.3812
5352,4.154526396396396
2643,4.304
4315,4.481
1650,4.63541
1554,4.88558
4604,4.02801
4915,4.32337
757,4.32283
4276,4.304
5223,4.96224
753,3.97959
2065,4.358572949640288
4136,4.07777
1795,4.73279
800,4.13265
1427,4.63756
4945,3.85934
1910,4.96224
5440,5.05048
4057,4.86675
728,4.60824
3165,3.67965
4371,4.29243
5104,4.58322
593,4.10467
5451,4.32283
1230,4.95606
1203,4.67092
5170,4.28947
1015,4.2746826415094334
2016,4.32902
3509,4.13641
3800,4.06217
69,4.01644
1658,4.481
651,3.4085
4094,4.95606
2069,5.39802
5650,4.48127
4127,4.85895
1561,4.13265
3182,3.92041
5131,4.63756
3605,4.32283
2052,3.85934
5063,4.3812
4971,4.73359
4389,5.01201
4395,4.49876
816,4.62384
949,4.73359
5130,4.58322
4064,4.67092
4516,3.82357
2060,3.87817
2668,4.06809
2244,4.86675
1644,4.29243
2662,4.55336
4498,4.3812
5380,4.43662
3199,4.96224
2954,3.92041
1166,4.22707
2698,4.73279
3891,4.21227
1334,4.10117
4531,4.00514
300,4.661504258064515
1865,4.21227
5177,4.13399
2180,4.41052
4483,3.82357
2371,4.5001
3876,4.32337
1929,4.251376347826087
1224,4.29243
4134,3.67965
3949,4.41052
5655,4.934
4889,3.99035
3150,4.05356
3941,4.62384
2578,4.06809
5163,4.15524
1114,3.85934
2199,4.73279
2624,4.21496
2511,3.899960000000001
631,4.32283
2076,4.659676363636364
2692,5.2498
4757,4.13641
810,4.29243
4748,4.21227
878,4.57865
2465,4.47535
5680,3.9750100000000006
1473,4.06217
3373,4.47535
1886,4.83016
1186,4.92028
2948,5.01201
1688,4.11785
3044,4.29243
5096,4.21496
2512,3.87737
2411,4.64186
4062,4.43662
5668,4.750775949367089
2922,4.37905
2594,4.83016
1636,5.10078
537,4.22707
4027,4.29862
2228,4.32337
2198,4.32337
2999,4.32283
2990,4.49876
3452,4.6954
125,4.95606
2254,4.60824
871,4.43662
3868,4.37905
3977,3.8623
1875,4.50306
2014,4.77852
5601,4.29862
3475,5.01201
2489,4.15524
2480,4.44684
923,4.00514
3863,4.48127
2795,4.51678
2450,4.15524
5211,4.02801
5624,4.73359
805,4.704
2210,4.09875
1605,4.32902
1368,4.90387
1582,4.02801
4302,4.00514
4758,4.29862
933,3.85934
4620,4.21496
372,4.63541
3069,4.71718
2190,4.54341
3097,4.898780245901639
364,4.32902
1741,3.87468
2611,3.99035
531,3.87737
3536,4.00514
1362,4.10467
1832,5.124389918699188
3060,4.48127
830,4.57865
529,4.62384
5164,4.50306
1685,4.3146709589041095
4814,4.60824
4412,4.79788
97,4.50306
601,4.95606
4782,3.87817
3630,4.09875
112,4.88558
2486,4.704
4568,5.293650000000001
1328,4.05356
2910,4.51678
2406,5.2498
1247,4.71718
2514,4.13641
4445,4.88558
3503,5.2498
3610,4.51678
968,3.46795
4605,3.99035
5423,4.63756
2704,4.97381
790,4.304
3600,4.43204
4368,4.44684
2438,3.67965
2360,4.05356
3672,4.49876
1638,4.96224
4608,4.13399
4142,4.29862
2493,4.61604
1071,4.47535
3666,4.72014
176,4.62384
1608,4.88558
4431,4.01644
5101,3.8623
2155,4.32337
5567,4.67092
4883,4.09875
4756,4.90387
5393,4.49768
1422,4.2149600000000005
1831,4.97381
996,4.50306
3026,3.88302
2331,4.32337
2593,4.88558
1641,4.3812
3213,3.99035
1125,4.37636
2626,3.8623
1690,4.37636
1160,5.041330000000001
